cotizacion_id,empresa,sector,tipo,fecha_cotizacion,fecha_entrega,valor_cotizado,unidades,estado,motivo_perdida,probabilidad,ingreso_neto,costo_mercancia,empaque_personalizado,dias_pago
Q-00369,Empresa C-0270,Consumo masivo,Regalos de fin de año,2024-07-23,2024-08-15,3317000.0,22,Perdida,Precio,,0.0,0.0,0.0,90
Q-00370,Empresa C-0322,Tecnología,Boda o celebración privada,2024-07-23,2024-08-17,5476000.0,35,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00371,Empresa C-0501,Financiero,Regalos de fin de año,2024-07-23,2024-12-03,1019000.0,7,Ganada,,,970000.0,778000.0,29000.0,45
Q-00372,Empresa C-0484,Financiero,Boda o celebración privada,2024-07-23,2024-09-01,3552000.0,29,Perdida,Precio,,0.0,0.0,0.0,90
Q-00373,Empresa C-0290,Salud,Regalos de fin de año,2024-07-24,2024-11-26,3713000.0,30,Perdida,Tiempo de entrega,,0.0,0.0,0.0,30
Q-00374,Empresa C-0001,Financiero,Obsequios a clientes,2024-07-24,2024-12-17,1346000.0,9,Perdida,Precio,,0.0,0.0,0.0,90
Q-00375,Empresa C-0439,Automotriz,Regalos de fin de año,2024-07-25,2024-12-12,1649000.0,10,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-00376,Empresa C-0003,Inmobiliario y construcción,Regalos de fin de año,2024-07-26,2024-11-16,7022000.0,41,Perdida,Precio,,0.0,0.0,0.0,45
Q-00377,Empresa C-0044,Automotriz,Regalos de fin de año,2024-07-27,2024-12-01,706000.0,4,Perdida,Precio,,0.0,0.0,0.0,60
Q-00378,Empresa C-0398,Consumo masivo,Evento corporativo,2024-07-27,2024-12-18,1751000.0,11,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,30
Q-00379,Empresa C-0031,Inmobiliario y construcción,Obsequios a clientes,2024-07-27,2024-08-16,786000.0,4,Perdida,Precio,,0.0,0.0,0.0,90
Q-00380,Empresa C-0024,Financiero,Boda o celebración privada,2024-07-29,2024-12-19,600000.0,4,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-00381,Empresa C-0581,Tecnología,Regalos de fin de año,2024-07-29,2024-11-08,620000.0,4,Perdida,Precio,,0.0,0.0,0.0,45
Q-00382,Empresa C-0030,Tecnología,Obsequios a clientes,2024-07-29,2024-09-04,2870000.0,19,Ganada,,,2733000.0,2187000.0,98000.0,60
Q-00383,Empresa C-0659,Inmobiliario y construcción,Boda o celebración privada,2024-07-31,2024-12-03,13967000.0,79,Ganada,,,13302000.0,10763000.0,542000.0,45
Q-00384,Empresa C-0009,Energía y minería,Cata privada,2024-07-31,2024-08-18,3205000.0,20,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00385,Empresa C-0002,Energía y minería,Regalos de fin de año,2024-08-01,2024-12-05,1361000.0,8,Ganada,,,1296000.0,1030000.0,35000.0,60
Q-00386,Empresa C-0019,Salud,Regalos de fin de año,2024-08-01,2024-12-14,600000.0,4,Ganada,,,571000.0,425000.0,21000.0,45
Q-00387,Empresa C-0020,Energía y minería,Regalos de fin de año,2024-08-02,2024-12-15,77666000.0,469,Ganada,,,73968000.0,54963000.0,3577000.0,30
Q-00388,Empresa C-0101,Automotriz,Evento corporativo,2024-08-04,2024-08-26,6077000.0,32,Perdida,Precio,,0.0,0.0,0.0,30
Q-00389,Empresa C-0008,Salud,Obsequios a clientes,2024-08-05,2024-09-15,7847000.0,44,Perdida,Tiempo de entrega,,0.0,0.0,0.0,90
Q-00390,Empresa C-0319,Consumo masivo,Regalos de fin de año,2024-08-06,2024-12-10,2867000.0,23,Ganada,,,2730000.0,2117000.0,122000.0,30
Q-00391,Empresa C-0142,Tecnología,Regalos de fin de año,2024-08-07,2024-11-12,6694000.0,39,Ganada,,,6375000.0,5008000.0,280000.0,60
Q-00392,Empresa C-0095,Financiero,Regalos de fin de año,2024-08-07,2024-12-18,7012000.0,49,Perdida,Precio,,0.0,0.0,0.0,30
Q-00393,Empresa C-0398,Consultoría y legal,Regalos de fin de año,2024-08-07,2024-12-02,2633000.0,14,Perdida,Precio,,0.0,0.0,0.0,60
Q-00394,Empresa C-0008,Tecnología,Regalos de fin de año,2024-08-08,2024-08-27,4536000.0,22,Ganada,,,4320000.0,3424000.0,138000.0,45
Q-00395,Empresa C-0026,Energía y minería,Cata privada,2024-08-09,2024-09-18,4234000.0,22,Ganada,,,4032000.0,3088000.0,122000.0,60
Q-00396,Empresa C-0069,Automotriz,Regalos de fin de año,2024-08-10,2024-09-23,1201000.0,8,Perdida,Precio,,0.0,0.0,0.0,60
Q-00397,Empresa C-0233,Financiero,Regalos de fin de año,2024-08-10,2024-12-08,7772000.0,39,Ganada,,,7402000.0,5541000.0,306000.0,60
Q-00398,Empresa C-0238,Financiero,Boda o celebración privada,2024-08-12,2024-09-21,2318000.0,12,Ganada,,,2208000.0,1649000.0,74000.0,45
Q-00399,Empresa C-0670,Energía y minería,Regalos de fin de año,2024-08-13,2024-11-25,4258000.0,24,Ganada,,,4055000.0,3017000.0,115000.0,60
Q-00400,Empresa C-0012,Financiero,Boda o celebración privada,2024-08-13,2024-09-05,1072000.0,6,Ganada,,,1021000.0,814000.0,37000.0,30
Q-00401,Empresa C-0255,Salud,Regalos de fin de año,2024-08-13,2024-09-01,16591000.0,87,Ganada,,,15801000.0,12442000.0,625000.0,60
Q-00402,Empresa C-0164,Tecnología,Regalos de fin de año,2024-08-14,2024-12-06,1421000.0,9,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00403,Empresa C-0577,Financiero,Regalos de fin de año,2024-08-14,2024-12-14,9108000.0,50,Ganada,,,8674000.0,6929000.0,263000.0,60
Q-00404,Empresa C-0401,Financiero,Regalos de fin de año,2024-08-15,2024-11-18,8807000.0,46,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-00405,Empresa C-0270,Financiero,Regalos de fin de año,2024-08-15,2024-09-03,25199000.0,146,Ganada,,,23999000.0,18372000.0,949000.0,45
Q-00406,Empresa C-0013,Inmobiliario y construcción,Regalos de fin de año,2024-08-15,2024-12-11,7545000.0,52,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,45
Q-00407,Empresa C-0130,Financiero,Cata privada,2024-08-16,2024-09-06,1884000.0,10,Ganada,,,1794000.0,1329000.0,68000.0,60
Q-00408,Empresa C-0195,Educación,Boda o celebración privada,2024-08-17,2024-12-04,3676000.0,20,Ganada,,,3501000.0,2622000.0,132000.0,45
Q-00409,Empresa C-0148,Financiero,Regalos de fin de año,2024-08-18,2024-11-13,643000.0,4,Ganada,,,612000.0,464000.0,21000.0,45
Q-00410,Empresa C-0083,Tecnología,Regalos de fin de año,2024-08-20,2024-11-16,2342000.0,11,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00411,Empresa C-0056,Automotriz,Regalos de fin de año,2024-08-20,2024-10-01,600000.0,4,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-00412,Empresa C-0016,Salud,Evento corporativo,2024-08-20,2024-09-11,10965000.0,82,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-00413,Empresa C-0035,Tecnología,Regalos de fin de año,2024-08-20,2024-10-01,2806000.0,13,Ganada,,,2672000.0,2011000.0,116000.0,60
Q-00414,Empresa C-0611,Automotriz,Regalos de fin de año,2024-08-22,2024-09-03,2189000.0,12,Perdida,Precio,,0.0,0.0,0.0,60
Q-00415,Empresa C-0075,Financiero,Regalos de fin de año,2024-08-22,2024-12-04,18122000.0,116,Perdida,Precio,,0.0,0.0,0.0,60
Q-00416,Empresa C-0628,Automotriz,Regalos de fin de año,2024-08-23,2024-09-22,2713000.0,15,Perdida,Tiempo de entrega,,0.0,0.0,0.0,30
Q-00417,Empresa C-0143,Financiero,Regalos de fin de año,2024-08-24,2024-12-16,2621000.0,13,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00418,Empresa C-0002,Salud,Regalos de fin de año,2024-08-25,2024-10-03,6543000.0,32,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00419,Empresa C-0107,Energía y minería,Regalos de fin de año,2024-08-25,2024-11-16,55022000.0,454,Ganada,,,52402000.0,40225000.0,2413000.0,30
Q-00420,Empresa C-0131,Tecnología,Boda o celebración privada,2024-08-26,2024-10-09,10684000.0,67,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,90
Q-00421,Empresa C-0056,Energía y minería,Regalos de fin de año,2024-08-27,2024-12-19,3720000.0,24,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-00422,Empresa C-0633,Tecnología,Regalos de fin de año,2024-08-27,2024-09-19,1856000.0,10,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-00423,Empresa C-0149,Gremios y asociaciones,Regalos de fin de año,2024-08-28,2024-09-22,1611000.0,10,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00424,Empresa C-0016,Tecnología,Cata privada,2024-08-28,2024-09-12,3858000.0,26,Perdida,Precio,,0.0,0.0,0.0,60
Q-00425,Empresa C-0503,Tecnología,Cata privada,2024-08-29,2024-09-23,2436000.0,14,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-00426,Empresa C-0001,Inmobiliario y construcción,Regalos de fin de año,2024-08-29,2024-12-19,2833000.0,14,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00427,Empresa C-0002,Financiero,Obsequios a clientes,2024-08-29,2024-10-12,823000.0,4,Perdida,Precio,,0.0,0.0,0.0,60
Q-00428,Empresa C-0171,Automotriz,Regalos de fin de año,2024-08-29,2024-12-12,5487000.0,38,Ganada,,,5226000.0,4138000.0,226000.0,45
Q-00429,Empresa C-0173,Salud,Evento corporativo,2024-08-30,2024-12-15,2254000.0,18,Perdida,Precio,,0.0,0.0,0.0,60
Q-00430,Empresa C-0121,Tecnología,Cata privada,2024-08-30,2024-10-07,3251000.0,22,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,90
Q-00431,Empresa C-0328,Salud,Obsequios a clientes,2024-08-30,2024-09-18,5736000.0,31,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00432,Empresa C-0335,Energía y minería,Boda o celebración privada,2024-08-31,2024-12-18,5762000.0,45,Ganada,,,5488000.0,4215000.0,153000.0,45
Q-00433,Empresa C-0045,Financiero,Regalos de fin de año,2024-08-31,2024-10-09,2243000.0,11,Perdida,Tiempo de entrega,,0.0,0.0,0.0,30
Q-00434,Empresa C-0158,Financiero,Regalos de fin de año,2024-09-01,2024-12-14,6791000.0,47,Ganada,,,6468000.0,4923000.0,209000.0,45
Q-00435,Empresa C-0006,Financiero,Evento corporativo,2024-09-01,2024-09-13,5204000.0,28,Perdida,Precio,,0.0,0.0,0.0,60
Q-00436,Empresa C-0001,Financiero,Regalos de fin de año,2024-09-03,2024-11-04,6328000.0,44,Ganada,,,6027000.0,4522000.0,271000.0,30
Q-00437,Empresa C-0475,Automotriz,Evento corporativo,2024-09-03,2024-09-27,7124000.0,47,Perdida,Tiempo de entrega,,0.0,0.0,0.0,90
Q-00438,Empresa C-0418,Consultoría y legal,Boda o celebración privada,2024-09-03,2024-10-03,600000.0,4,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,30
Q-00439,Empresa C-0011,Financiero,Boda o celebración privada,2024-09-04,2024-09-14,5540000.0,44,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-00440,Empresa C-0001,Tecnología,Boda o celebración privada,2024-09-04,2024-10-14,3992000.0,32,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-00441,Empresa C-0588,Consultoría y legal,Regalos de fin de año,2024-09-05,2024-12-16,1469000.0,8,Perdida,Precio,,0.0,0.0,0.0,30
Q-00442,Empresa C-0205,Tecnología,Obsequios a clientes,2024-09-07,2024-10-11,4354000.0,22,Ganada,,,4147000.0,3289000.0,182000.0,30
Q-00443,Empresa C-0001,Educación,Obsequios a clientes,2024-09-07,2024-10-21,3581000.0,30,Ganada,,,3410000.0,2657000.0,86000.0,30
Q-00444,Empresa C-0010,Tecnología,Regalos de fin de año,2024-09-08,2024-10-13,3497000.0,24,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00445,Empresa C-0061,Salud,Evento corporativo,2024-09-08,2024-11-01,1422000.0,7,Ganada,,,1354000.0,1093000.0,37000.0,60
Q-00446,Empresa C-0056,Consumo masivo,Regalos de fin de año,2024-09-08,2024-10-12,2384000.0,13,Ganada,,,2270000.0,1825000.0,77000.0,30
Q-00447,Empresa C-0099,Financiero,Regalos de fin de año,2024-09-09,2024-11-23,1147000.0,7,Ganada,,,1092000.0,836000.0,37000.0,30
Q-00448,Empresa C-0008,Financiero,Obsequios a clientes,2024-09-09,2024-12-20,5098000.0,31,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00449,Empresa C-0336,Educación,Obsequios a clientes,2024-09-10,2024-12-10,3681000.0,29,Perdida,Precio,,0.0,0.0,0.0,30
Q-00450,Empresa C-0008,Salud,Evento corporativo,2024-09-12,2024-12-19,3339000.0,17,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,45
Q-00451,Empresa C-0036,Inmobiliario y construcción,Obsequios a clientes,2024-09-12,2024-10-16,7774000.0,40,Ganada,,,7404000.0,5802000.0,303000.0,45
Q-00452,Empresa C-0097,Automotriz,Regalos de fin de año,2024-09-12,2024-11-08,7758000.0,52,Ganada,,,7389000.0,5907000.0,338000.0,60
Q-00453,Empresa C-0001,Salud,Regalos de fin de año,2024-09-13,2024-10-12,1077000.0,8,Ganada,,,1026000.0,767000.0,35000.0,45
Q-00454,Empresa C-0038,Consultoría y legal,Evento corporativo,2024-09-13,2024-10-19,2877000.0,23,Perdida,Precio,,0.0,0.0,0.0,30
Q-00455,Empresa C-0398,Educación,Evento corporativo,2024-09-13,2024-12-14,2925000.0,16,Ganada,,,2786000.0,2206000.0,122000.0,45
Q-00456,Empresa C-0001,Consumo masivo,Evento corporativo,2024-09-14,2024-10-02,3562000.0,18,Ganada,,,3392000.0,2640000.0,128000.0,30
Q-00457,Empresa C-0424,Inmobiliario y construcción,Obsequios a clientes,2024-09-14,2024-12-02,1747000.0,10,Perdida,Precio,,0.0,0.0,0.0,45
Q-00458,Empresa C-0009,Salud,Regalos de fin de año,2024-09-14,2024-12-08,2882000.0,15,Perdida,Precio,,0.0,0.0,0.0,30
Q-00459,Empresa C-0364,Financiero,Regalos de fin de año,2024-09-14,2024-12-08,4006000.0,24,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00460,Empresa C-0097,Financiero,Regalos de fin de año,2024-09-16,2024-10-22,3959000.0,29,Perdida,Precio,,0.0,0.0,0.0,60
Q-00461,Empresa C-0199,Automotriz,Regalos de fin de año,2024-09-16,2024-10-07,3130000.0,16,Perdida,Precio,,0.0,0.0,0.0,60
Q-00462,Empresa C-0415,Automotriz,Regalos de fin de año,2024-09-16,2024-10-27,6123000.0,33,Perdida,Precio,,0.0,0.0,0.0,60
Q-00463,Empresa C-0597,Financiero,Regalos de fin de año,2024-09-17,2024-12-03,2564000.0,13,Ganada,,,2442000.0,1943000.0,66000.0,45
Q-00464,Empresa C-0226,Energía y minería,Regalos de fin de año,2024-09-17,2024-10-02,1061000.0,6,Ganada,,,1010000.0,753000.0,49000.0,45
Q-00465,Empresa C-0203,Salud,Regalos de fin de año,2024-09-18,2024-11-08,3180000.0,23,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,30
Q-00466,Empresa C-0404,Inmobiliario y construcción,Obsequios a clientes,2024-09-18,2024-10-03,9804000.0,57,Perdida,Precio,,0.0,0.0,0.0,60
Q-00467,Empresa C-0008,Inmobiliario y construcción,Regalos de fin de año,2024-09-18,2024-10-22,985000.0,8,Ganada,,,938000.0,755000.0,46000.0,45
Q-00468,Empresa C-0001,Automotriz,Regalos de fin de año,2024-09-18,2024-12-17,1913000.0,9,Ganada,,,1822000.0,1433000.0,70000.0,45
Q-00469,Empresa C-0002,Consumo masivo,Obsequios a clientes,2024-09-19,2024-10-02,600000.0,4,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00470,Empresa C-0432,Salud,Regalos de fin de año,2024-09-19,2024-12-12,5107000.0,33,Perdida,Precio,,0.0,0.0,0.0,45
Q-00471,Empresa C-0093,Inmobiliario y construcción,Obsequios a clientes,2024-09-20,2024-10-13,1040000.0,5,Ganada,,,990000.0,795000.0,46000.0,45
Q-00472,Empresa C-0001,Consumo masivo,Regalos de fin de año,2024-09-20,2024-12-19,600000.0,5,Perdida,Precio,,0.0,0.0,0.0,45
Q-00473,Empresa C-0019,Financiero,Evento corporativo,2024-09-21,2024-10-25,1303000.0,8,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,60
Q-00474,Empresa C-0033,Tecnología,Regalos de fin de año,2024-09-21,2024-10-13,9644000.0,62,Perdida,Precio,,0.0,0.0,0.0,30
Q-00475,Empresa C-0610,Salud,Regalos de fin de año,2024-09-21,2024-12-17,1794000.0,13,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-00476,Empresa C-0026,Inmobiliario y construcción,Obsequios a clientes,2024-09-21,2024-10-24,1246000.0,8,Ganada,,,1187000.0,900000.0,45000.0,30
Q-00477,Empresa C-0103,Energía y minería,Regalos de fin de año,2024-09-22,2024-12-01,5922000.0,41,Ganada,,,5640000.0,4476000.0,166000.0,45
Q-00478,Empresa C-0063,Consumo masivo,Regalos de fin de año,2024-09-24,2024-12-14,1711000.0,10,Ganada,,,1630000.0,1312000.0,52000.0,45
Q-00479,Empresa C-0068,Tecnología,Evento corporativo,2024-09-24,2024-10-19,4372000.0,26,Perdida,Tiempo de entrega,,0.0,0.0,0.0,30
Q-00480,Empresa C-0037,Consultoría y legal,Boda o celebración privada,2024-09-25,2024-10-20,3394000.0,25,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,30
Q-00481,Empresa C-0005,Financiero,Regalos de fin de año,2024-09-25,2024-12-07,1054000.0,8,Perdida,Precio,,0.0,0.0,0.0,60
Q-00482,Empresa C-0023,Consumo masivo,Regalos de fin de año,2024-09-25,2024-11-06,600000.0,4,Ganada,,,571000.0,434000.0,22000.0,30
Q-00483,Empresa C-0392,Automotriz,Evento corporativo,2024-09-26,2024-10-16,5797000.0,32,Ganada,,,5521000.0,4351000.0,245000.0,30
Q-00484,Empresa C-0201,Financiero,Regalos de fin de año,2024-09-26,2024-10-18,1900000.0,9,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,90
Q-00485,Empresa C-0114,Consultoría y legal,Regalos de fin de año,2024-09-27,2024-10-08,2327000.0,14,Perdida,Precio,,0.0,0.0,0.0,60
Q-00486,Empresa C-0158,Gremios y asociaciones,Evento corporativo,2024-09-28,2024-12-18,2957000.0,20,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00487,Empresa C-0013,Inmobiliario y construcción,Obsequios a clientes,2024-09-28,2024-10-23,10117000.0,73,Perdida,Precio,,0.0,0.0,0.0,45
Q-00488,Empresa C-0433,Inmobiliario y construcción,Regalos de fin de año,2024-09-28,2024-12-10,3585000.0,28,Ganada,,,3414000.0,2650000.0,143000.0,45
Q-00489,Empresa C-0012,Energía y minería,Regalos de fin de año,2024-09-28,2024-10-12,4000000.0,20,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00490,Empresa C-0002,Tecnología,Cata privada,2024-09-29,2024-10-24,6421000.0,46,Perdida,Precio,,0.0,0.0,0.0,90
Q-00491,Empresa C-0157,Financiero,Regalos de fin de año,2024-09-30,2024-11-17,3288000.0,18,Ganada,,,3131000.0,2330000.0,148000.0,30
Q-00492,Empresa C-0009,Consultoría y legal,Cata privada,2024-10-01,2024-10-25,3805000.0,20,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00493,Empresa C-0170,Automotriz,Regalos de fin de año,2024-10-01,2024-10-25,3428000.0,26,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,60
Q-00494,Empresa C-0653,Tecnología,Boda o celebración privada,2024-10-02,2024-12-18,1198000.0,6,Perdida,Precio,,0.0,0.0,0.0,45
Q-00495,Empresa C-0201,Consultoría y legal,Evento corporativo,2024-10-03,2024-12-14,9978000.0,67,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00496,Empresa C-0227,Financiero,Regalos de fin de año,2024-10-03,2024-11-05,3086000.0,16,Ganada,,,2939000.0,2196000.0,140000.0,60
Q-00497,Empresa C-0190,Salud,Regalos de fin de año,2024-10-04,2024-12-20,2009000.0,11,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00498,Empresa C-0003,Consumo masivo,Evento corporativo,2024-10-04,2024-12-07,1856000.0,9,Ganada,,,1768000.0,1346000.0,66000.0,60
Q-00499,Empresa C-0065,Financiero,Regalos de fin de año,2024-10-05,2024-10-15,4413000.0,25,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00500,Empresa C-0210,Inmobiliario y construcción,Regalos de fin de año,2024-10-06,2024-12-14,600000.0,4,Ganada,,,571000.0,447000.0,26000.0,30
Q-00501,Empresa C-0298,Inmobiliario y construcción,Regalos de fin de año,2024-10-06,2024-11-07,2300000.0,12,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,45
Q-00502,Empresa C-0059,Tecnología,Obsequios a clientes,2024-10-06,2024-10-17,1734000.0,10,Perdida,Precio,,0.0,0.0,0.0,45
Q-00503,Empresa C-0409,Consumo masivo,Evento corporativo,2024-10-07,2024-12-03,2984000.0,22,Ganada,,,2842000.0,2190000.0,127000.0,60
Q-00504,Empresa C-0141,Consultoría y legal,Cata privada,2024-10-07,2024-10-21,4668000.0,29,Perdida,Tiempo de entrega,,0.0,0.0,0.0,90
Q-00505,Empresa C-0499,Inmobiliario y construcción,Evento corporativo,2024-10-08,2024-10-25,5674000.0,45,Ganada,,,5404000.0,4252000.0,212000.0,60
Q-00506,Empresa C-0003,Consultoría y legal,Regalos de fin de año,2024-10-08,2024-12-10,4411000.0,23,Ganada,,,4201000.0,3160000.0,169000.0,45
Q-00507,Empresa C-0484,Tecnología,Regalos de fin de año,2024-10-13,2024-10-27,4433000.0,32,Perdida,Precio,,0.0,0.0,0.0,45
Q-00508,Empresa C-0056,Automotriz,Regalos de fin de año,2024-10-15,2024-12-06,5762000.0,28,Perdida,Precio,,0.0,0.0,0.0,45
Q-00509,Empresa C-0004,Inmobiliario y construcción,Regalos de fin de año,2024-10-19,2024-12-15,6122000.0,39,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-00510,Empresa C-0445,Tecnología,Regalos de fin de año,2024-10-19,2024-12-20,6781000.0,36,Ganada,,,6458000.0,4867000.0,260000.0,30
Q-00511,Empresa C-0444,Consultoría y legal,Evento corporativo,2024-10-22,2024-12-13,13979000.0,79,Ganada,,,13313000.0,10442000.0,467000.0,60
Q-00512,Empresa C-0020,Financiero,Obsequios a clientes,2024-10-22,2024-11-24,2127000.0,11,Perdida,Precio,,0.0,0.0,0.0,30
Q-00513,Empresa C-0003,Tecnología,Regalos de fin de año,2024-10-24,2024-12-17,10930000.0,80,Perdida,Precio,,0.0,0.0,0.0,45
Q-00514,Empresa C-0203,Energía y minería,Regalos de fin de año,2024-10-25,2024-12-06,2257000.0,18,Perdida,Precio,,0.0,0.0,0.0,90
Q-00515,Empresa C-0037,Financiero,Regalos de fin de año,2024-10-25,2024-12-19,4706000.0,24,Ganada,,,4482000.0,3407000.0,177000.0,45
Q-00516,Empresa C-0010,Energía y minería,Regalos de fin de año,2024-10-25,2024-12-02,3082000.0,24,Perdida,Sin respuesta del cliente,,0.0,0.0,0.0,45
Q-00517,Empresa C-0494,Financiero,Regalos de fin de año,2024-10-26,2024-12-06,1787000.0,10,Perdida,Tiempo de entrega,,0.0,0.0,0.0,45
Q-00518,Empresa C-0007,Consultoría y legal,Regalos de fin de año,2024-10-26,2024-12-03,8544000.0,67,Perdida,Precio,,0.0,0.0,0.0,45
Q-00519,Empresa C-0345,Financiero,Regalos de fin de año,2024-10-28,2024-12-09,1665000.0,8,Perdida,Precio,,0.0,0.0,0.0,60
Q-00520,Empresa C-0555,Inmobiliario y construcción,Regalos de fin de año,2024-10-28,2024-12-08,1160000.0,6,Ganada,,,1105000.0,842000.0,49000.0,60
Q-00521,Empresa C-0255,Tecnología,Regalos de fin de año,2024-10-31,2024-12-02,6183000.0,44,Ganada,,,5889000.0,4686000.0,207000.0,60
Q-00522,Empresa C-0047,Tecnología,Regalos de fin de año,2024-10-31,2024-12-08,1887000.0,10,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00523,Empresa C-0021,Salud,Regalos de fin de año,2024-11-01,2024-12-18,16453000.0,93,Perdida,Precio,,0.0,0.0,0.0,30
Q-00524,Empresa C-0638,Automotriz,Regalos de fin de año,2024-11-02,2024-12-05,4801000.0,35,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,60
Q-00525,Empresa C-0020,Financiero,Regalos de fin de año,2024-11-06,2024-12-02,2139000.0,12,Ganada,,,2037000.0,1612000.0,57000.0,45
Q-00526,Empresa C-0081,Salud,Regalos de fin de año,2024-11-08,2024-12-16,1423000.0,7,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,45
Q-00527,Empresa C-0072,Financiero,Regalos de fin de año,2024-11-10,2024-12-15,6209000.0,50,Perdida,Precio,,0.0,0.0,0.0,45
Q-00528,Empresa C-0002,Consultoría y legal,Regalos de fin de año,2024-11-11,2024-12-10,20246000.0,101,Perdida,Cobertura fuera de Bogotá,,0.0,0.0,0.0,45
Q-00529,Empresa C-0197,Salud,Regalos de fin de año,2024-11-12,2024-12-11,3490000.0,29,Perdida,Precio,,0.0,0.0,0.0,90
Q-00530,Empresa C-0055,Inmobiliario y construcción,Boda o celebración privada,2024-12-02,2025-01-08,1511000.0,11,Ganada,,,1439000.0,1142000.0,59000.0,90
Q-00531,Empresa C-0001,Educación,Boda o celebración privada,2024-12-02,2025-01-15,5022000.0,24,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
Q-00532,Empresa C-0014,Consumo masivo,Obsequios a clientes,2024-12-06,2025-01-04,5223000.0,30,Perdida,Precio,,0.0,0.0,0.0,30
Q-00533,Empresa C-0286,Consumo masivo,Evento corporativo,2024-12-09,2025-01-09,5967000.0,37,Perdida,Se fue con el proveedor de siempre,,0.0,0.0,0.0,30
Q-00534,Empresa C-0603,Consultoría y legal,Regalos de fin de año,2024-12-13,2025-01-17,5424000.0,29,Ganada,,,5166000.0,3997000.0,247000.0,45
Q-00535,Empresa C-0058,Financiero,Regalos de fin de año,2024-12-14,2025-01-21,20337000.0,100,Ganada,,,19369000.0,14871000.0,806000.0,60
Q-00536,Empresa C-0008,Consultoría y legal,Evento corporativo,2024-12-15,2025-01-02,11270000.0,81,Perdida,Precio,,0.0,0.0,0.0,45
Q-00537,Empresa C-0004,Salud,Boda o celebración privada,2024-12-21,2025-01-05,2486000.0,15,Ganada,,,2368000.0,1761000.0,81000.0,60
Q-00538,Empresa C-0007,Financiero,Regalos de fin de año,2024-12-23,2025-01-27,13327000.0,67,Perdida,Precio,,0.0,0.0,0.0,90
Q-00539,Empresa C-0144,Financiero,Obsequios a clientes,2024-12-23,2025-01-09,9854000.0,61,Ganada,,,9385000.0,7598000.0,356000.0,30
Q-00540,Empresa C-0299,Consumo masivo,Cata privada,2024-12-23,2025-01-09,2174000.0,14,Perdida,Tiempo de entrega,,0.0,0.0,0.0,60
