mes,cuenta_id,marca,unidades,ingreso_neto,costo_mercancia
2026-03,D-018,Marcel Thorel,8,747700.0,537400.0
2026-03,D-022,Marcel Thorel,12,1121500.0,806100.0
2026-03,D-026,Marcel Thorel,17,1588800.0,1141900.0
2026-03,D-028,Marcel Thorel,14,1308400.0,940400.0
2026-03,D-031,Marcel Thorel,24,2243000.0,1612100.0
2026-03,D-033,Marcel Thorel,13,1214900.0,873200.0
2026-03,D-035,Marcel Thorel,8,747700.0,537400.0
2026-03,D-036,Marcel Thorel,13,1214900.0,873200.0
2026-03,D-037,Marcel Thorel,25,2336400.0,1679300.0
2026-03,D-039,Marcel Thorel,13,1214900.0,873200.0
2026-03,D-040,Marcel Thorel,18,1682200.0,1209100.0
2026-03,D-042,Marcel Thorel,19,1775700.0,1276300.0
2026-03,D-045,Marcel Thorel,37,3457900.0,2485400.0
2026-03,D-049,Marcel Thorel,5,467300.0,335900.0
2026-03,D-002,Mil Demonios,6,414700.0,289100.0
2026-03,D-004,Mil Demonios,40,2764800.0,1927600.0
2026-03,D-005,Mil Demonios,12,829400.0,578300.0
2026-03,D-007,Mil Demonios,2,138200.0,96400.0
2026-03,D-008,Mil Demonios,5,345600.0,240900.0
2026-03,D-010,Mil Demonios,25,1728000.0,1204700.0
2026-03,D-012,Mil Demonios,14,967700.0,674600.0
2026-03,D-013,Mil Demonios,14,967700.0,674600.0
2026-03,D-014,Mil Demonios,16,1105900.0,771000.0
2026-03,D-016,Mil Demonios,10,691200.0,481900.0
2026-03,D-018,Mil Demonios,9,622100.0,433700.0
2026-03,D-020,Mil Demonios,4,276500.0,192800.0
2026-03,D-022,Mil Demonios,19,1313300.0,915600.0
2026-03,D-023,Mil Demonios,11,760300.0,530100.0
2026-03,D-025,Mil Demonios,8,553000.0,385500.0
2026-03,D-026,Mil Demonios,15,1036800.0,722800.0
2026-03,D-027,Mil Demonios,10,691200.0,481900.0
2026-03,D-028,Mil Demonios,9,622100.0,433700.0
2026-03,D-031,Mil Demonios,29,2004500.0,1397500.0
2026-03,D-032,Mil Demonios,2,138200.0,96400.0
2026-03,D-033,Mil Demonios,21,1451500.0,1012000.0
2026-03,D-034,Mil Demonios,10,691200.0,481900.0
2026-03,D-036,Mil Demonios,28,1935300.0,1349300.0
2026-03,D-037,Mil Demonios,5,345600.0,240900.0
2026-03,D-039,Mil Demonios,9,622100.0,433700.0
2026-03,D-042,Mil Demonios,16,1105900.0,771000.0
2026-03,D-043,Mil Demonios,10,691200.0,481900.0
2026-03,D-045,Mil Demonios,13,898600.0,626500.0
2026-03,D-047,Mil Demonios,2,138200.0,96400.0
2026-03,D-048,Mil Demonios,7,483800.0,337300.0
2026-03,D-049,Mil Demonios,2,138200.0,96400.0
2026-04,D-007,Ron Defensor,8,1314400.0,923200.0
2026-04,D-010,Ron Defensor,17,2793000.0,1961800.0
2026-04,D-011,Ron Defensor,6,985800.0,692400.0
2026-04,D-014,Ron Defensor,34,5586100.0,3923500.0
2026-04,D-016,Ron Defensor,11,1807300.0,1269400.0
2026-04,D-018,Ron Defensor,13,2135800.0,1500200.0
2026-04,D-025,Ron Defensor,6,985800.0,692400.0
2026-04,D-026,Ron Defensor,9,1478700.0,1038600.0
2026-04,D-031,Ron Defensor,18,2957300.0,2077200.0
2026-04,D-033,Ron Defensor,12,1971500.0,1384800.0
2026-04,D-035,Ron Defensor,7,1150100.0,807800.0
2026-04,D-036,Ron Defensor,22,3614500.0,2538800.0
2026-04,D-037,Ron Defensor,7,1150100.0,807800.0
2026-04,D-040,Ron Defensor,17,2793000.0,1961800.0
2026-04,D-042,Ron Defensor,20,3285900.0,2308000.0
2026-04,D-043,Ron Defensor,9,1478700.0,1038600.0
2026-04,D-045,Ron Defensor,17,2793000.0,1961800.0
2026-04,D-049,Ron Defensor,9,1478700.0,1038600.0
2026-04,D-052,Ron Defensor,12,1971500.0,1384800.0
2026-04,D-053,Ron Defensor,12,1971500.0,1384800.0
2026-04,D-055,Ron Defensor,2,328600.0,230800.0
2026-04,D-056,Ron Defensor,10,1643000.0,1154000.0
2026-04,D-002,Marcel Thorel,15,1408200.0,1012200.0
2026-04,D-004,Marcel Thorel,28,2628700.0,1889400.0
2026-04,D-010,Marcel Thorel,22,2065400.0,1484500.0
2026-04,D-011,Marcel Thorel,8,751100.0,539800.0
2026-04,D-012,Marcel Thorel,20,1877700.0,1349600.0
2026-04,D-014,Marcel Thorel,14,1314400.0,944700.0
2026-04,D-016,Marcel Thorel,13,1220500.0,877200.0
2026-04,D-018,Marcel Thorel,9,844900.0,607300.0
2026-04,D-022,Marcel Thorel,15,1408200.0,1012200.0
2026-04,D-023,Marcel Thorel,9,844900.0,607300.0
2026-04,D-025,Marcel Thorel,16,1502100.0,1079700.0
2026-04,D-027,Marcel Thorel,43,4037000.0,2901600.0
2026-04,D-028,Marcel Thorel,22,2065400.0,1484500.0
2026-04,D-033,Marcel Thorel,32,3004300.0,2159300.0
2026-04,D-034,Marcel Thorel,9,844900.0,607300.0
2026-04,D-035,Marcel Thorel,7,657200.0,472300.0
2026-04,D-036,Marcel Thorel,39,3661400.0,2631700.0
2026-04,D-037,Marcel Thorel,13,1220500.0,877200.0
2026-04,D-039,Marcel Thorel,18,1689900.0,1214600.0
2026-04,D-040,Marcel Thorel,14,1314400.0,944700.0
2026-04,D-042,Marcel Thorel,25,2347100.0,1687000.0
2026-04,D-043,Marcel Thorel,15,1408200.0,1012200.0
2026-04,D-044,Marcel Thorel,2,187800.0,135000.0
2026-04,D-047,Marcel Thorel,3,281600.0,202400.0
2026-04,D-049,Marcel Thorel,2,187800.0,135000.0
2026-04,D-052,Marcel Thorel,8,751100.0,539800.0
2026-04,D-055,Marcel Thorel,10,938800.0,674800.0
2026-04,D-002,Mil Demonios,11,763800.0,532500.0
2026-04,D-004,Mil Demonios,40,2777400.0,1936300.0
2026-04,D-007,Mil Demonios,8,555500.0,387300.0
2026-04,D-010,Mil Demonios,19,1319300.0,919800.0
2026-04,D-012,Mil Demonios,16,1111000.0,774500.0
2026-04,D-014,Mil Demonios,13,902600.0,629300.0
2026-04,D-016,Mil Demonios,6,416600.0,290500.0
2026-04,D-017,Mil Demonios,6,416600.0,290500.0
2026-04,D-018,Mil Demonios,10,694300.0,484100.0
2026-04,D-020,Mil Demonios,2,138900.0,96800.0
2026-04,D-022,Mil Demonios,14,972100.0,677700.0
2026-04,D-023,Mil Demonios,6,416600.0,290500.0
2026-04,D-025,Mil Demonios,4,277700.0,193600.0
2026-04,D-026,Mil Demonios,13,902600.0,629300.0
2026-04,D-027,Mil Demonios,24,1666400.0,1161800.0
2026-04,D-028,Mil Demonios,22,1527600.0,1065000.0
2026-04,D-030,Mil Demonios,4,277700.0,193600.0
2026-04,D-031,Mil Demonios,12,833200.0,580900.0
2026-04,D-032,Mil Demonios,2,138900.0,96800.0
2026-04,D-034,Mil Demonios,5,347200.0,242000.0
2026-04,D-036,Mil Demonios,21,1458100.0,1016600.0
2026-04,D-037,Mil Demonios,7,486000.0,338900.0
2026-04,D-038,Mil Demonios,1,69400.0,48400.0
2026-04,D-039,Mil Demonios,10,694300.0,484100.0
2026-04,D-040,Mil Demonios,10,694300.0,484100.0
2026-04,D-041,Mil Demonios,5,347200.0,242000.0
2026-04,D-042,Mil Demonios,13,902600.0,629300.0
2026-04,D-043,Mil Demonios,10,694300.0,484100.0
2026-04,D-045,Mil Demonios,8,555500.0,387300.0
2026-04,D-048,Mil Demonios,4,277700.0,193600.0
2026-04,D-051,Mil Demonios,11,763800.0,532500.0
2026-04,D-052,Mil Demonios,6,416600.0,290500.0
2026-04,D-053,Mil Demonios,9,624900.0,435700.0
2026-04,D-054,Mil Demonios,8,555500.0,387300.0
2026-04,D-056,Mil Demonios,5,347200.0,242000.0
2026-05,D-004,Ron Defensor,36,5940700.0,4172700.0
2026-05,D-010,Ron Defensor,38,6270800.0,4404500.0
2026-05,D-011,Ron Defensor,6,990100.0,695400.0
2026-05,D-014,Ron Defensor,16,2640300.0,1854500.0
2026-05,D-018,Ron Defensor,12,1980200.0,1390900.0
2026-05,D-022,Ron Defensor,13,2145300.0,1506800.0
2026-05,D-023,Ron Defensor,16,2640300.0,1854500.0
2026-05,D-025,Ron Defensor,19,3135400.0,2202200.0
2026-05,D-026,Ron Defensor,17,2805300.0,1970400.0
2026-05,D-027,Ron Defensor,30,4950600.0,3477200.0
2026-05,D-028,Ron Defensor,25,4125500.0,2897700.0
2026-05,D-033,Ron Defensor,20,3300400.0,2318100.0
2026-05,D-034,Ron Defensor,3,495100.0,347700.0
2026-05,D-036,Ron Defensor,14,2310300.0,1622700.0
2026-05,D-037,Ron Defensor,8,1320200.0,927300.0
2026-05,D-040,Ron Defensor,22,3630400.0,2550000.0
2026-05,D-041,Ron Defensor,9,1485200.0,1043200.0
2026-05,D-042,Ron Defensor,5,825100.0,579500.0
2026-05,D-043,Ron Defensor,19,3135400.0,2202200.0
2026-05,D-044,Ron Defensor,2,330000.0,231800.0
2026-05,D-045,Ron Defensor,63,10396300.0,7302100.0
2026-05,D-048,Ron Defensor,8,1320200.0,927300.0
2026-05,D-049,Ron Defensor,4,660100.0,463600.0
2026-05,D-050,Ron Defensor,16,2640300.0,1854500.0
2026-05,D-052,Ron Defensor,10,1650200.0,1159100.0
2026-05,D-054,Ron Defensor,25,4125500.0,2897700.0
2026-05,D-055,Ron Defensor,15,2475300.0,1738600.0
2026-05,D-056,Ron Defensor,2,330000.0,231800.0
2026-05,D-060,Ron Defensor,9,1485200.0,1043200.0
2026-05,D-061,Ron Defensor,6,990100.0,695400.0
2026-05,D-002,Marcel Thorel,5,471500.0,338900.0
2026-05,D-004,Marcel Thorel,29,2734600.0,1965500.0
2026-05,D-010,Marcel Thorel,20,1885900.0,1355500.0
2026-05,D-011,Marcel Thorel,11,1037300.0,745500.0
2026-05,D-012,Marcel Thorel,29,2734600.0,1965500.0
2026-05,D-018,Marcel Thorel,14,1320200.0,948900.0
2026-05,D-026,Marcel Thorel,33,3111800.0,2236600.0
2026-05,D-027,Marcel Thorel,19,1791600.0,1287700.0
2026-05,D-028,Marcel Thorel,13,1225900.0,881100.0
2026-05,D-031,Marcel Thorel,12,1131600.0,813300.0
2026-05,D-033,Marcel Thorel,26,2451700.0,1762200.0
2026-05,D-037,Marcel Thorel,17,1603100.0,1152200.0
2026-05,D-040,Marcel Thorel,45,4243400.0,3049900.0
2026-05,D-042,Marcel Thorel,12,1131600.0,813300.0
2026-05,D-043,Marcel Thorel,31,2923200.0,2101100.0
2026-05,D-050,Marcel Thorel,9,848700.0,610000.0
2026-05,D-051,Marcel Thorel,26,2451700.0,1762200.0
2026-05,D-052,Marcel Thorel,12,1131600.0,813300.0
2026-05,D-054,Marcel Thorel,15,1414500.0,1016600.0
2026-05,D-058,Marcel Thorel,17,1603100.0,1152200.0
2026-05,D-059,Marcel Thorel,9,848700.0,610000.0
2026-05,D-060,Marcel Thorel,9,848700.0,610000.0
2026-05,D-061,Marcel Thorel,8,754400.0,542200.0
2026-05,D-002,Mil Demonios,4,279000.0,194500.0
2026-05,D-004,Mil Demonios,43,2998900.0,2090700.0
2026-05,D-005,Mil Demonios,10,697400.0,486200.0
2026-05,D-010,Mil Demonios,39,2719900.0,1896300.0
2026-05,D-011,Mil Demonios,3,209200.0,145900.0
2026-05,D-012,Mil Demonios,20,1394800.0,972400.0
2026-05,D-014,Mil Demonios,11,767100.0,534800.0
2026-05,D-016,Mil Demonios,10,697400.0,486200.0
2026-05,D-018,Mil Demonios,7,488200.0,340400.0
2026-05,D-019,Mil Demonios,9,627700.0,437600.0
2026-05,D-022,Mil Demonios,12,836900.0,583500.0
2026-05,D-023,Mil Demonios,5,348700.0,243100.0
2026-05,D-026,Mil Demonios,25,1743500.0,1215600.0
2026-05,D-027,Mil Demonios,8,557900.0,389000.0
2026-05,D-028,Mil Demonios,17,1185600.0,826600.0
2026-05,D-033,Mil Demonios,8,557900.0,389000.0
2026-05,D-034,Mil Demonios,5,348700.0,243100.0
2026-05,D-035,Mil Demonios,5,348700.0,243100.0
2026-05,D-036,Mil Demonios,17,1185600.0,826600.0
2026-05,D-037,Mil Demonios,16,1115900.0,778000.0
2026-05,D-040,Mil Demonios,12,836900.0,583500.0
2026-05,D-042,Mil Demonios,16,1115900.0,778000.0
2026-05,D-047,Mil Demonios,4,279000.0,194500.0
2026-05,D-048,Mil Demonios,5,348700.0,243100.0
2026-05,D-050,Mil Demonios,6,418400.0,291700.0
2026-05,D-051,Mil Demonios,31,2162000.0,1507300.0
2026-05,D-052,Mil Demonios,16,1115900.0,778000.0
2026-05,D-054,Mil Demonios,20,1394800.0,972400.0
2026-05,D-057,Mil Demonios,8,557900.0,389000.0
2026-05,D-059,Mil Demonios,13,906600.0,632100.0
2026-05,D-060,Mil Demonios,19,1325100.0,923800.0
2026-05,D-061,Mil Demonios,9,627700.0,437600.0
2026-06,D-004,Ron Defensor,14,2320800.0,1630100.0
2026-06,D-005,Ron Defensor,7,1160400.0,815000.0
2026-06,D-008,Ron Defensor,7,1160400.0,815000.0
2026-06,D-010,Ron Defensor,38,6299300.0,4424500.0
2026-06,D-014,Ron Defensor,17,2818100.0,1979400.0
2026-06,D-016,Ron Defensor,30,4973200.0,3493100.0
2026-06,D-017,Ron Defensor,13,2155000.0,1513700.0
2026-06,D-021,Ron Defensor,7,1160400.0,815000.0
2026-06,D-022,Ron Defensor,27,4475900.0,3143800.0
2026-06,D-025,Ron Defensor,7,1160400.0,815000.0
2026-06,D-026,Ron Defensor,32,5304700.0,3725900.0
2026-06,D-028,Ron Defensor,30,4973200.0,3493100.0
2026-06,D-030,Ron Defensor,9,1492000.0,1047900.0
2026-06,D-031,Ron Defensor,14,2320800.0,1630100.0
2026-06,D-036,Ron Defensor,28,4641600.0,3260200.0
2026-06,D-037,Ron Defensor,30,4973200.0,3493100.0
2026-06,D-040,Ron Defensor,41,6796700.0,4773800.0
2026-06,D-041,Ron Defensor,4,663100.0,465700.0
2026-06,D-043,Ron Defensor,13,2155000.0,1513700.0
2026-06,D-045,Ron Defensor,15,2486600.0,1746500.0
2026-06,D-048,Ron Defensor,13,2155000.0,1513700.0
2026-06,D-051,Ron Defensor,10,1657700.0,1164400.0
2026-06,D-052,Ron Defensor,20,3315400.0,2328700.0
2026-06,D-053,Ron Defensor,13,2155000.0,1513700.0
2026-06,D-055,Ron Defensor,9,1492000.0,1047900.0
2026-06,D-057,Ron Defensor,10,1657700.0,1164400.0
2026-06,D-058,Ron Defensor,19,3149700.0,2212300.0
2026-06,D-060,Ron Defensor,23,3812800.0,2678000.0
2026-06,D-061,Ron Defensor,8,1326200.0,931500.0
2026-06,D-062,Ron Defensor,16,2652400.0,1863000.0
2026-06,D-002,Marcel Thorel,30,2841800.0,2042600.0
2026-06,D-004,Marcel Thorel,31,2936500.0,2110600.0
2026-06,D-005,Marcel Thorel,5,473600.0,340400.0
2026-06,D-007,Marcel Thorel,30,2841800.0,2042600.0
2026-06,D-008,Marcel Thorel,23,2178700.0,1566000.0
2026-06,D-012,Marcel Thorel,15,1420900.0,1021300.0
2026-06,D-014,Marcel Thorel,52,4925800.0,3540400.0
2026-06,D-019,Marcel Thorel,12,1136700.0,817000.0
2026-06,D-020,Marcel Thorel,5,473600.0,340400.0
2026-06,D-021,Marcel Thorel,7,663100.0,476600.0
2026-06,D-022,Marcel Thorel,30,2841800.0,2042600.0
2026-06,D-025,Marcel Thorel,15,1420900.0,1021300.0
2026-06,D-027,Marcel Thorel,11,1042000.0,748900.0
2026-06,D-028,Marcel Thorel,53,5020500.0,3608500.0
2026-06,D-031,Marcel Thorel,17,1610400.0,1157400.0
2026-06,D-033,Marcel Thorel,40,3789100.0,2723400.0
2026-06,D-034,Marcel Thorel,13,1231500.0,885100.0
2026-06,D-036,Marcel Thorel,22,2084000.0,1497900.0
2026-06,D-037,Marcel Thorel,15,1420900.0,1021300.0
2026-06,D-038,Marcel Thorel,7,663100.0,476600.0
2026-06,D-040,Marcel Thorel,32,3031300.0,2178700.0
2026-06,D-043,Marcel Thorel,39,3694400.0,2655300.0
2026-06,D-045,Marcel Thorel,30,2841800.0,2042600.0
2026-06,D-046,Marcel Thorel,16,1515600.0,1089400.0
2026-06,D-047,Marcel Thorel,8,757800.0,544700.0
2026-06,D-048,Marcel Thorel,13,1231500.0,885100.0
2026-06,D-049,Marcel Thorel,5,473600.0,340400.0
2026-06,D-051,Marcel Thorel,7,663100.0,476600.0
2026-06,D-055,Marcel Thorel,24,2273400.0,1634000.0
2026-06,D-056,Marcel Thorel,10,947300.0,680900.0
2026-06,D-059,Marcel Thorel,7,663100.0,476600.0
2026-06,D-060,Marcel Thorel,31,2936500.0,2110600.0
2026-06,D-062,Marcel Thorel,28,2652400.0,1906400.0
2026-06,D-063,Marcel Thorel,15,1420900.0,1021300.0
2026-06,D-002,Mil Demonios,14,980800.0,683800.0
2026-06,D-004,Mil Demonios,25,1751500.0,1221100.0
2026-06,D-005,Mil Demonios,16,1120900.0,781500.0
2026-06,D-008,Mil Demonios,5,350300.0,244200.0
2026-06,D-011,Mil Demonios,8,560500.0,390700.0
2026-06,D-012,Mil Demonios,13,910800.0,635000.0
2026-06,D-014,Mil Demonios,20,1401200.0,976900.0
2026-06,D-017,Mil Demonios,3,210200.0,146500.0
2026-06,D-018,Mil Demonios,10,700600.0,488400.0
2026-06,D-022,Mil Demonios,19,1331100.0,928000.0
2026-06,D-023,Mil Demonios,4,280200.0,195400.0
2026-06,D-025,Mil Demonios,10,700600.0,488400.0
2026-06,D-026,Mil Demonios,15,1050900.0,732700.0
2026-06,D-027,Mil Demonios,23,1611300.0,1123400.0
2026-06,D-028,Mil Demonios,19,1331100.0,928000.0
2026-06,D-031,Mil Demonios,11,770600.0,537300.0
2026-06,D-033,Mil Demonios,13,910800.0,635000.0
2026-06,D-036,Mil Demonios,43,3012500.0,2100300.0
2026-06,D-037,Mil Demonios,20,1401200.0,976900.0
2026-06,D-038,Mil Demonios,4,280200.0,195400.0
2026-06,D-040,Mil Demonios,20,1401200.0,976900.0
2026-06,D-042,Mil Demonios,28,1961600.0,1367600.0
2026-06,D-045,Mil Demonios,11,770600.0,537300.0
2026-06,D-048,Mil Demonios,6,420400.0,293100.0
2026-06,D-049,Mil Demonios,5,350300.0,244200.0
2026-06,D-050,Mil Demonios,17,1191000.0,830300.0
2026-06,D-051,Mil Demonios,10,700600.0,488400.0
2026-06,D-055,Mil Demonios,13,910800.0,635000.0
2026-06,D-057,Mil Demonios,7,490400.0,341900.0
2026-06,D-058,Mil Demonios,9,630500.0,439600.0
2026-06,D-059,Mil Demonios,9,630500.0,439600.0
2026-06,D-062,Mil Demonios,11,770600.0,537300.0
2026-07,D-002,Ron Defensor,16,2664100.0,1871200.0
2026-07,D-004,Ron Defensor,38,6327100.0,4444100.0
2026-07,D-005,Ron Defensor,7,1165500.0,818600.0
2026-07,D-011,Ron Defensor,18,2997100.0,2105100.0
2026-07,D-012,Ron Defensor,15,2497600.0,1754200.0
2026-07,D-014,Ron Defensor,40,6660100.0,4678000.0
2026-07,D-018,Ron Defensor,12,1998000.0,1403400.0
2026-07,D-023,Ron Defensor,8,1332000.0,935600.0
2026-07,D-026,Ron Defensor,16,2664100.0,1871200.0
2026-07,D-027,Ron Defensor,48,7992200.0,5613500.0
2026-07,D-031,Ron Defensor,6,999000.0,701700.0
2026-07,D-032,Ron Defensor,1,166500.0,116900.0
2026-07,D-033,Ron Defensor,21,3496600.0,2455900.0
2026-07,D-035,Ron Defensor,8,1332000.0,935600.0
2026-07,D-036,Ron Defensor,19,3163600.0,2222000.0
2026-07,D-037,Ron Defensor,12,1998000.0,1403400.0
2026-07,D-038,Ron Defensor,1,166500.0,116900.0
2026-07,D-040,Ron Defensor,7,1165500.0,818600.0
2026-07,D-041,Ron Defensor,10,1665000.0,1169500.0
2026-07,D-043,Ron Defensor,25,4162600.0,2923700.0
2026-07,D-051,Ron Defensor,11,1831500.0,1286400.0
2026-07,D-052,Ron Defensor,9,1498500.0,1052500.0
2026-07,D-054,Ron Defensor,8,1332000.0,935600.0
2026-07,D-058,Ron Defensor,17,2830600.0,1988100.0
2026-07,D-059,Ron Defensor,8,1332000.0,935600.0
2026-07,D-060,Ron Defensor,19,3163600.0,2222000.0
2026-07,D-062,Ron Defensor,17,2830600.0,1988100.0
2026-07,D-065,Ron Defensor,7,1165500.0,818600.0
2026-07,D-010,Marcel Thorel,38,3615500.0,2598600.0
2026-07,D-012,Marcel Thorel,11,1046600.0,752200.0
2026-07,D-014,Marcel Thorel,11,1046600.0,752200.0
2026-07,D-016,Marcel Thorel,24,2283500.0,1641200.0
2026-07,D-023,Marcel Thorel,11,1046600.0,752200.0
2026-07,D-025,Marcel Thorel,10,951400.0,683900.0
2026-07,D-027,Marcel Thorel,34,3234900.0,2325100.0
2026-07,D-028,Marcel Thorel,16,1522300.0,1094200.0
2026-07,D-030,Marcel Thorel,11,1046600.0,752200.0
2026-07,D-031,Marcel Thorel,22,2093200.0,1504500.0
2026-07,D-033,Marcel Thorel,19,1807800.0,1299300.0
2026-07,D-035,Marcel Thorel,10,951400.0,683900.0
2026-07,D-036,Marcel Thorel,14,1332000.0,957400.0
2026-07,D-037,Marcel Thorel,12,1141700.0,820600.0
2026-07,D-039,Marcel Thorel,6,570900.0,410300.0
2026-07,D-042,Marcel Thorel,25,2378600.0,1709600.0
2026-07,D-046,Marcel Thorel,15,1427200.0,1025800.0
2026-07,D-048,Marcel Thorel,7,666000.0,478700.0
2026-07,D-049,Marcel Thorel,19,1807800.0,1299300.0
2026-07,D-050,Marcel Thorel,23,2188300.0,1572900.0
2026-07,D-051,Marcel Thorel,10,951400.0,683900.0
2026-07,D-052,Marcel Thorel,39,3710600.0,2667000.0
2026-07,D-054,Marcel Thorel,14,1332000.0,957400.0
2026-07,D-055,Marcel Thorel,14,1332000.0,957400.0
2026-07,D-058,Marcel Thorel,4,380600.0,273500.0
2026-07,D-060,Marcel Thorel,5,475700.0,341900.0
2026-07,D-062,Marcel Thorel,24,2283500.0,1641200.0
2026-07,D-004,Mil Demonios,23,1618500.0,1128400.0
2026-07,D-007,Mil Demonios,18,1266600.0,883100.0
2026-07,D-008,Mil Demonios,4,281500.0,196200.0
2026-07,D-010,Mil Demonios,13,914800.0,637800.0
2026-07,D-011,Mil Demonios,5,351800.0,245300.0
2026-07,D-012,Mil Demonios,7,492600.0,343400.0
2026-07,D-014,Mil Demonios,11,774000.0,539600.0
2026-07,D-016,Mil Demonios,16,1125900.0,784900.0
2026-07,D-018,Mil Demonios,16,1125900.0,784900.0
2026-07,D-021,Mil Demonios,7,492600.0,343400.0
2026-07,D-023,Mil Demonios,7,492600.0,343400.0
2026-07,D-026,Mil Demonios,28,1970300.0,1373700.0
2026-07,D-028,Mil Demonios,16,1125900.0,784900.0
2026-07,D-031,Mil Demonios,10,703700.0,490600.0
2026-07,D-033,Mil Demonios,18,1266600.0,883100.0
2026-07,D-036,Mil Demonios,8,562900.0,392500.0
2026-07,D-037,Mil Demonios,6,422200.0,294400.0
2026-07,D-039,Mil Demonios,6,422200.0,294400.0
2026-07,D-040,Mil Demonios,20,1407400.0,981200.0
2026-07,D-042,Mil Demonios,15,1055500.0,735900.0
2026-07,D-043,Mil Demonios,10,703700.0,490600.0
2026-07,D-044,Mil Demonios,3,211100.0,147200.0
2026-07,D-045,Mil Demonios,15,1055500.0,735900.0
2026-07,D-046,Mil Demonios,5,351800.0,245300.0
2026-07,D-047,Mil Demonios,8,562900.0,392500.0
2026-07,D-048,Mil Demonios,7,492600.0,343400.0
2026-07,D-051,Mil Demonios,6,422200.0,294400.0
2026-07,D-052,Mil Demonios,11,774000.0,539600.0
2026-07,D-057,Mil Demonios,5,351800.0,245300.0
2026-07,D-058,Mil Demonios,10,703700.0,490600.0
2026-07,D-060,Mil Demonios,10,703700.0,490600.0
2026-07,D-061,Mil Demonios,5,351800.0,245300.0
2026-07,D-062,Mil Demonios,20,1407400.0,981200.0
2026-07,D-063,Mil Demonios,5,351800.0,245300.0
2026-08,D-004,Ron Defensor,40,6690500.0,4699300.0
2026-08,D-005,Ron Defensor,11,1839900.0,1292300.0
2026-08,D-010,Ron Defensor,48,8028600.0,5639100.0
2026-08,D-012,Ron Defensor,16,2676200.0,1879700.0
2026-08,D-017,Ron Defensor,10,1672600.0,1174800.0
2026-08,D-018,Ron Defensor,12,2007100.0,1409800.0
2026-08,D-020,Ron Defensor,3,501800.0,352400.0
2026-08,D-021,Ron Defensor,5,836300.0,587400.0
2026-08,D-026,Ron Defensor,19,3178000.0,2232200.0
2026-08,D-027,Ron Defensor,16,2676200.0,1879700.0
2026-08,D-028,Ron Defensor,26,4348800.0,3054500.0
2026-08,D-031,Ron Defensor,47,7861300.0,5521600.0
2026-08,D-035,Ron Defensor,8,1338100.0,939900.0
2026-08,D-036,Ron Defensor,18,3010700.0,2114700.0
2026-08,D-037,Ron Defensor,17,2843500.0,1997200.0
2026-08,D-041,Ron Defensor,4,669000.0,469900.0
2026-08,D-042,Ron Defensor,43,7192300.0,5051700.0
2026-08,D-051,Ron Defensor,19,3178000.0,2232200.0
2026-08,D-052,Ron Defensor,24,4014300.0,2819600.0
2026-08,D-053,Ron Defensor,10,1672600.0,1174800.0
2026-08,D-054,Ron Defensor,16,2676200.0,1879700.0
2026-08,D-055,Ron Defensor,16,2676200.0,1879700.0
2026-08,D-058,Ron Defensor,12,2007100.0,1409800.0
2026-08,D-060,Ron Defensor,16,2676200.0,1879700.0
2026-08,D-061,Ron Defensor,5,836300.0,587400.0
2026-08,D-062,Ron Defensor,20,3345200.0,2349600.0
2026-08,D-067,Ron Defensor,17,2843500.0,1997200.0
2026-08,D-068,Ron Defensor,12,2007100.0,1409800.0
2026-08,D-069,Ron Defensor,10,1672600.0,1174800.0
2026-08,D-012,Marcel Thorel,19,1816000.0,1305200.0
2026-08,D-016,Marcel Thorel,11,1051400.0,755700.0
2026-08,D-017,Marcel Thorel,4,382300.0,274800.0
2026-08,D-018,Marcel Thorel,53,5065700.0,3640900.0
2026-08,D-019,Marcel Thorel,22,2102700.0,1511300.0
2026-08,D-021,Marcel Thorel,19,1816000.0,1305200.0
2026-08,D-025,Marcel Thorel,7,669000.0,480900.0
2026-08,D-026,Marcel Thorel,18,1720400.0,1236500.0
2026-08,D-028,Marcel Thorel,22,2102700.0,1511300.0
2026-08,D-030,Marcel Thorel,9,860200.0,618300.0
2026-08,D-033,Marcel Thorel,54,5161200.0,3709600.0
2026-08,D-034,Marcel Thorel,10,955800.0,687000.0
2026-08,D-036,Marcel Thorel,12,1146900.0,824400.0
2026-08,D-037,Marcel Thorel,10,955800.0,687000.0
2026-08,D-040,Marcel Thorel,46,4396600.0,3160100.0
2026-08,D-041,Marcel Thorel,8,764600.0,549600.0
2026-08,D-042,Marcel Thorel,34,3249700.0,2335700.0
2026-08,D-043,Marcel Thorel,16,1529300.0,1099200.0
2026-08,D-045,Marcel Thorel,21,2007100.0,1442600.0
2026-08,D-046,Marcel Thorel,6,573500.0,412200.0
2026-08,D-051,Marcel Thorel,18,1720400.0,1236500.0
2026-08,D-052,Marcel Thorel,7,669000.0,480900.0
2026-08,D-054,Marcel Thorel,16,1529300.0,1099200.0
2026-08,D-058,Marcel Thorel,12,1146900.0,824400.0
2026-08,D-062,Marcel Thorel,18,1720400.0,1236500.0
2026-08,D-063,Marcel Thorel,8,764600.0,549600.0
2026-08,D-064,Marcel Thorel,2,191200.0,137400.0
2026-08,D-067,Marcel Thorel,11,1051400.0,755700.0
2026-08,D-068,Marcel Thorel,11,1051400.0,755700.0
2026-08,D-069,Marcel Thorel,17,1624800.0,1167800.0
2026-08,D-002,Mil Demonios,3,212100.0,147800.0
