sku,nombre,categoria,marca,proveedor,ml,precio_classic,precio_elite,pvp_mercado,costo_unit,exclusiva,precio_observado,unidades_90d,stock_u
KY-0191,Vino Campo Viejo Carménère,Vino,Campo Viejo,Pernod Ricard,750,55200.0,46900.0,56600.0,37080.0,False,False,0,11
KY-0192,Vino Catena Tempranillo,Vino,Catena,Marpico,750,100200.0,98200.0,105800.0,70260.0,False,False,0,13
KY-0193,Vino Casillero del Diablo Tempranillo,Vino,Casillero del Diablo,Otros importadores,750,51600.0,46900.0,54200.0,36290.0,False,False,1,1
KY-0194,Vino Santa Carolina Tempranillo,Vino,Santa Carolina,Global Wine & Spirits,750,48700.0,47500.0,50600.0,34310.0,False,False,12,5
KY-0195,Vino Trapiche Chardonnay,Vino,Trapiche,Marpico,750,28800.0,28200.0,30600.0,20160.0,False,False,16,7
KY-0196,Vino Alamos Chardonnay,Vino,Alamos,Marpico,750,48800.0,45500.0,49700.0,33930.0,False,False,0,5
KY-0197,Vino Beronia Chardonnay,Vino,Beronia,Global Wine & Spirits,750,54700.0,49200.0,56900.0,35980.0,False,False,29,15
KY-0198,Vino Rutini Chardonnay,Vino,Rutini,Marpico,750,112100.0,103600.0,116200.0,74070.0,False,False,80,35
KY-0199,Vino Trapiche Malbec,Vino,Trapiche,Marpico,750,42900.0,42000.0,46500.0,29220.0,False,False,66,31
KY-0200,Vino Ramón Bilbao Malbec,Vino,Ramón Bilbao,Global Wine & Spirits,750,86100.0,82200.0,90300.0,64720.0,False,False,6,5
KY-0201,Vino Undurraga Cabernet Sauvignon,Vino,Undurraga,Global Wine & Spirits,750,47500.0,46100.0,51200.0,34420.0,False,False,0,13
KY-0202,Vino Norton Tempranillo,Vino,Norton,Global Wine & Spirits,750,53300.0,50400.0,54900.0,37480.0,False,False,0,13
KY-0203,Vino Casillero del Diablo Rosé,Vino,Casillero del Diablo,Otros importadores,750,48500.0,45600.0,50900.0,33490.0,False,False,0,3
KY-0204,Vino Campo Viejo Malbec,Vino,Campo Viejo,Pernod Ricard,750,46300.0,40600.0,49900.0,33220.0,False,False,1,1
KY-0205,Vino Catena Cabernet Sauvignon,Vino,Catena,Marpico,750,72300.0,66600.0,76100.0,50190.0,False,False,0,19
KY-0206,Vino Emiliana Rosé,Vino,Emiliana,Marpico,750,55200.0,52600.0,59200.0,39280.0,False,False,0,3
KY-0207,Vino Marqués de Riscal Merlot,Vino,Marqués de Riscal,Marpico,750,79700.0,77700.0,83200.0,55470.0,False,False,59,24
KY-0208,Vino Montes Rosé,Vino,Montes,Global Wine & Spirits,750,77400.0,66700.0,82400.0,53750.0,False,False,20,17
KY-0209,Vino Alamos Cabernet Sauvignon,Vino,Alamos,Marpico,750,41900.0,39900.0,42000.0,29110.0,False,False,0,16
KY-0210,Vino Mouton Cadet Merlot,Vino,Mouton Cadet,Otros importadores,750,69100.0,64300.0,72600.0,44070.0,False,False,17,10
KY-0211,Vino Casillero del Diablo Sauvignon Blanc,Vino,Casillero del Diablo,Otros importadores,750,41100.0,40000.0,42000.0,28440.0,False,False,14,10
KY-0212,Vino Rutini Merlot,Vino,Rutini,Marpico,750,130800.0,128200.0,137000.0,97720.0,False,False,1,1
KY-0213,Vino Santa Carolina Chardonnay,Vino,Santa Carolina,Global Wine & Spirits,750,38000.0,35400.0,40700.0,26490.0,False,False,13,6
KY-0214,Vino Santa Rita 120 Tempranillo,Vino,Santa Rita 120,Global Wine & Spirits,750,34400.0,31500.0,36200.0,23470.0,False,False,286,171
KY-0215,Vino Marqués de Casa Concha Carménère,Vino,Marqués de Casa Concha,Otros importadores,750,84000.0,78200.0,88100.0,56690.0,False,False,10,6
KY-0216,Vino Santa Carolina Carménère,Vino,Santa Carolina,Global Wine & Spirits,750,49200.0,45400.0,53300.0,35750.0,False,False,0,11
KY-0217,Vino Castillo de Molina Sauvignon Blanc,Vino,Castillo de Molina,Otros importadores,750,38000.0,34500.0,40700.0,25030.0,False,False,118,58
KY-0218,Vino Alamos Rosé,Vino,Alamos,Marpico,750,64500.0,61100.0,70100.0,42490.0,False,False,121,93
KY-0219,Vino Luigi Bosca Cabernet Sauvignon,Vino,Luigi Bosca,Global Wine & Spirits,750,110900.0,107800.0,113900.0,73020.0,False,False,3,3
KY-0220,Vino Undurraga Rosé,Vino,Undurraga,Global Wine & Spirits,750,43100.0,42200.0,46800.0,29190.0,False,False,10,7
KY-0221,Vino Trapiche Merlot,Vino,Trapiche,Marpico,750,33300.0,31800.0,35800.0,24010.0,False,False,42,34
KY-0222,Vino Alamos Carménère,Vino,Alamos,Marpico,750,60700.0,58200.0,62700.0,41880.0,False,False,15,6
KY-0223,Vino Marqués de Casa Concha Sauvignon Blanc,Vino,Marqués de Casa Concha,Otros importadores,750,83900.0,79000.0,86000.0,58650.0,False,False,0,14
KY-0224,Vino Catena Sauvignon Blanc,Vino,Catena,Marpico,750,90700.0,88900.0,97300.0,64180.0,False,False,16,14
KY-0225,Vino Undurraga Tempranillo,Vino,Undurraga,Global Wine & Spirits,750,34200.0,31000.0,34900.0,22640.0,False,False,181,149
KY-0226,Vino Beronia Malbec,Vino,Beronia,Global Wine & Spirits,750,63100.0,61800.0,67900.0,45120.0,False,False,0,12
KY-0227,Vino Casillero del Diablo Merlot,Vino,Casillero del Diablo,Otros importadores,750,33700.0,32500.0,35500.0,22780.0,False,False,116,79
KY-0228,Vino Campo Viejo Sauvignon Blanc,Vino,Campo Viejo,Pernod Ricard,750,40100.0,37000.0,40600.0,26850.0,False,False,60,39
KY-0229,Vino Undurraga Malbec,Vino,Undurraga,Global Wine & Spirits,750,35900.0,31600.0,38100.0,25910.0,False,False,12,9
KY-0230,Vino Casillero del Diablo Malbec,Vino,Casillero del Diablo,Otros importadores,750,39300.0,36800.0,39600.0,27630.0,False,False,83,50
KY-0231,Vino Montes Tempranillo,Vino,Montes,Global Wine & Spirits,750,90400.0,84000.0,95800.0,64400.0,False,False,7,6
KY-0232,Vino Beronia Carménère,Vino,Beronia,Global Wine & Spirits,750,64200.0,62700.0,65800.0,44080.0,False,False,124,51
KY-0233,Vino Trapiche Sauvignon Blanc,Vino,Trapiche,Marpico,750,32000.0,28900.0,32400.0,22150.0,False,False,0,16
KY-0234,Vino Protos Rosé,Vino,Protos,Marpico,750,126800.0,113100.0,137000.0,89270.0,False,False,0,6
KY-0235,Vino Montes Malbec,Vino,Montes,Global Wine & Spirits,750,77000.0,70700.0,81700.0,50030.0,False,False,17,14
KY-0236,Vino Marqués de Casa Concha Tempranillo,Vino,Marqués de Casa Concha,Otros importadores,750,87700.0,77700.0,91100.0,62010.0,False,False,1,1
KY-0237,Vino Santa Carolina Malbec,Vino,Santa Carolina,Global Wine & Spirits,750,50200.0,43700.0,52500.0,33670.0,False,False,10,8
KY-0238,Vino Santa Rita 120 Chardonnay,Vino,Santa Rita 120,Global Wine & Spirits,750,29600.0,29000.0,30600.0,19040.0,False,False,11,8
KY-0239,Ron Dictador 20 años,Ron,Dictador,Otros importadores,700,212000.0,193400.0,223300.0,149430.0,False,False,0,16
KY-0240,Ron Bacardí Añejo 4,Ron,Bacardí,Bacardí,700,48900.0,47900.0,49200.0,37370.0,False,False,83,36
KY-0241,Ron Parce 8 años,Ron,Parce,Otros importadores,700,104100.0,94400.0,110000.0,76580.0,False,False,2,2
KY-0242,Ron Diplomático Mantuano,Ron,Diplomático,Otros importadores,700,103600.0,92000.0,103600.0,80670.0,False,False,33,16
KY-0243,Ron Kraken,Ron,Kraken,Otros importadores,700,71900.0,70300.0,76400.0,53440.0,False,False,0,8
KY-0244,Ron Dictador XO,Ron,Dictador,Otros importadores,700,382400.0,374800.0,391500.0,274080.0,False,False,0,10
KY-0245,Ron Defensor 18 años,Ron,Defensor,Distribución KYVA,700,235800.0,222400.0,246900.0,153380.0,True,False,49,27
KY-0246,Ron Bacardí Superior,Ron,Bacardí,Bacardí,700,51100.0,50000.0,55000.0,39660.0,False,False,28,19
KY-0247,Ron Parce 12 años,Ron,Parce,Otros importadores,700,96100.0,87900.0,99200.0,76790.0,False,False,11,5
KY-0248,Ron Bacardí Reserva Ocho,Ron,Bacardí,Bacardí,700,81500.0,73800.0,82400.0,65300.0,False,False,0,17
KY-0249,Ron Dictador 12 años,Ron,Dictador,Otros importadores,700,88000.0,82200.0,89000.0,67240.0,False,False,0,23
KY-0250,Ron Captain Morgan Spiced,Ron,Captain Morgan,Diageo,700,39000.0,33600.0,39100.0,29230.0,False,False,1,1
KY-0251,Ron Zacapa XO,Ron,Zacapa,Diageo,700,398100.0,377600.0,430300.0,311590.0,False,False,16,7
KY-0252,Ron Ron Viejo de Caldas Esencial,Ron,Ron Viejo de Caldas,Otros importadores,700,33200.0,30000.0,35700.0,22920.0,False,False,12,6
KY-0253,Ron La Hechicera,Ron,La Hechicera,Otros importadores,700,86800.0,82100.0,90900.0,64870.0,False,False,13,9
KY-0254,Ron Havana Club Añejo Especial,Ron,Havana Club,Pernod Ricard,700,69700.0,68300.0,76000.0,54820.0,False,False,0,23
KY-0255,Ron Zacapa 23,Ron,Zacapa,Diageo,700,196200.0,180700.0,199600.0,145670.0,False,False,51,25
KY-0256,Ron Havana Club Selección de Maestros,Ron,Havana Club,Pernod Ricard,700,112500.0,98400.0,113800.0,84030.0,False,False,30,15
KY-0257,Ron Zacapa Edición Negra,Ron,Zacapa,Diageo,700,164700.0,154500.0,175800.0,117370.0,False,False,16,9
KY-0258,Ron Ron Viejo de Caldas Gran Reserva,Ron,Ron Viejo de Caldas,Otros importadores,700,79000.0,68900.0,82800.0,57050.0,False,False,10,5
KY-0259,Ron Diplomático Reserva Exclusiva,Ron,Diplomático,Otros importadores,700,94700.0,92800.0,103200.0,73510.0,False,False,10,5
KY-0260,Ron Bacardí 8 años,Ron,Bacardí,Bacardí,700,38700.0,37900.0,41000.0,28870.0,False,False,8,5
KY-0261,Ron Havana Club 7 años,Ron,Havana Club,Pernod Ricard,700,66200.0,58700.0,70100.0,48200.0,False,False,0,15
KY-0262,Ron Ron Viejo de Caldas Tradicional,Ron,Ron Viejo de Caldas,Otros importadores,700,37800.0,36500.0,40500.0,27600.0,False,False,46,30
KY-0263,Ron Parce 8 años 1000 ml,Ron,Parce,Otros importadores,1000,130000.0,123000.0,132200.0,99210.0,False,False,32,25
KY-0264,Ron Dictador XO 1000 ml,Ron,Dictador,Otros importadores,1000,366800.0,335800.0,376800.0,282340.0,False,False,24,20
KY-0265,Ron Parce 12 años 1000 ml,Ron,Parce,Otros importadores,1000,119300.0,110800.0,127300.0,88280.0,False,False,17,13
KY-0266,Ron Diplomático Reserva Exclusiva 1000 ml,Ron,Diplomático,Otros importadores,1000,141800.0,139000.0,149900.0,108180.0,False,False,26,12
KY-0267,Ron Defensor 18 años 1000 ml,Ron,Defensor,Distribución KYVA,1000,265300.0,231500.0,269900.0,169580.0,True,False,2,2
KY-0268,Ron Havana Club 7 años 1000 ml,Ron,Havana Club,Pernod Ricard,1000,78500.0,70200.0,81400.0,56210.0,False,False,1,1
KY-0269,Ron Dictador 12 años 1000 ml,Ron,Dictador,Otros importadores,1000,122900.0,120400.0,124500.0,89040.0,False,False,0,16
KY-0270,Ginebra Tanqueray London Dry,Ginebra,Tanqueray,Diageo,700,143800.0,127700.0,156500.0,103860.0,False,False,15,10
KY-0271,Ginebra Roku,Ginebra,Roku,Otros importadores,700,129700.0,119300.0,134000.0,94610.0,False,False,17,9
KY-0272,Ginebra Bombay Sapphire,Ginebra,Bombay Sapphire,Bacardí,700,102400.0,93300.0,106400.0,72140.0,False,False,136,56
KY-0273,Ginebra Beefeater Pink,Ginebra,Beefeater,Pernod Ricard,700,170400.0,150600.0,182800.0,125150.0,False,False,1,1
KY-0274,Ginebra Plymouth,Ginebra,Plymouth,Pernod Ricard,700,132100.0,116100.0,141600.0,100850.0,False,False,3,2
KY-0275,Ginebra Plymouth Navy Strength,Ginebra,Plymouth,Pernod Ricard,700,105100.0,95300.0,113600.0,78960.0,False,False,18,11
KY-0276,Ginebra Tanqueray Ten,Ginebra,Tanqueray,Diageo,700,122500.0,107600.0,128100.0,90840.0,False,False,24,14
KY-0277,Ginebra Malfy Limone,Ginebra,Malfy,Pernod Ricard,700,107800.0,94600.0,115500.0,78280.0,False,False,15,8
KY-0278,Ginebra Gin Mare,Ginebra,Gin Mare,Otros importadores,700,159000.0,151000.0,172900.0,121330.0,False,False,15,9
KY-0279,Ginebra Beefeater 24,Ginebra,Beefeater,Pernod Ricard,700,143400.0,137200.0,154500.0,107600.0,False,False,2,1
KY-0280,Ginebra Hendrick's,Ginebra,Hendrick's,Otros importadores,700,138300.0,133500.0,143300.0,103530.0,False,False,0,4
KY-0281,Ginebra Malfy Rosa,Ginebra,Malfy,Pernod Ricard,700,137600.0,130300.0,142100.0,104890.0,False,False,0,20
KY-0282,Ginebra Monkey 47,Ginebra,Monkey 47,Pernod Ricard,700,211500.0,177000.0,227600.0,151930.0,False,False,23,13
KY-0283,Ginebra Malfy Rosa 1000 ml,Ginebra,Malfy,Pernod Ricard,1000,170400.0,148000.0,179700.0,126090.0,False,False,208,93
KY-0284,Ginebra Plymouth Navy Strength 1000 ml,Ginebra,Plymouth,Pernod Ricard,1000,197100.0,189300.0,212700.0,141890.0,False,False,14,11
KY-0285,Patrón Añejo,Tequila y mezcal,Patrón,Bacardí,700,199400.0,192600.0,208600.0,157950.0,False,False,0,9
KY-0286,Don Julio Reposado,Tequila y mezcal,Don Julio,Diageo,700,163700.0,145400.0,168400.0,116170.0,False,False,73,33
KY-0287,Patrón Reposado,Tequila y mezcal,Patrón,Bacardí,700,203300.0,180400.0,205100.0,154480.0,False,False,43,30
KY-0288,Don Julio Blanco,Tequila y mezcal,Don Julio,Diageo,700,200200.0,185200.0,217600.0,149040.0,False,False,15,11
KY-0289,Casamigos Reposado,Tequila y mezcal,Casamigos,Diageo,700,194600.0,176200.0,199100.0,147110.0,False,False,116,63
KY-0290,400 Conejos Mezcal,Tequila y mezcal,400 Conejos,Otros importadores,700,87800.0,81100.0,91800.0,63930.0,False,False,0,4
KY-0291,Don Julio 1942,Tequila y mezcal,Don Julio,Diageo,700,538800.0,469000.0,546400.0,393190.0,False,False,6,4
KY-0292,Casamigos Blanco,Tequila y mezcal,Casamigos,Diageo,700,254400.0,217700.0,272900.0,188190.0,False,False,0,5
KY-0293,Patrón Silver,Tequila y mezcal,Patrón,Bacardí,700,273600.0,267500.0,291500.0,199510.0,False,False,0,10
KY-0294,1800 Cristalino,Tequila y mezcal,1800,Otros importadores,700,140700.0,137900.0,144700.0,99610.0,False,False,26,18
KY-0295,José Cuervo Especial,Tequila y mezcal,José Cuervo,Otros importadores,700,77700.0,76100.0,82000.0,57090.0,False,False,23,19
KY-0296,Montelobos Mezcal Espadín,Tequila y mezcal,Montelobos,Otros importadores,700,124800.0,116300.0,128800.0,93340.0,False,False,8,7
KY-0297,José Cuervo Tradicional,Tequila y mezcal,José Cuervo,Otros importadores,700,64100.0,59000.0,64300.0,51350.0,False,False,15,10
KY-0298,Avión Reposado,Tequila y mezcal,Avión,Pernod Ricard,700,191500.0,170700.0,194800.0,144050.0,False,False,34,26
KY-0299,1800 Añejo,Tequila y mezcal,1800,Otros importadores,700,134700.0,120700.0,146600.0,105680.0,False,False,1,1
KY-0300,Herradura Reposado,Tequila y mezcal,Herradura,Otros importadores,700,112100.0,103500.0,115600.0,88290.0,False,False,12,9
KY-0301,José Cuervo Reserva de la Familia,Tequila y mezcal,José Cuervo,Otros importadores,700,454600.0,430200.0,491300.0,343700.0,False,False,11,8
KY-0302,Avión Silver,Tequila y mezcal,Avión,Pernod Ricard,700,175300.0,161000.0,179000.0,129650.0,False,False,15,13
KY-0303,Avión Cristalino,Tequila y mezcal,Avión,Pernod Ricard,700,158400.0,144500.0,169400.0,127240.0,False,False,0,7
KY-0304,Casa Dragones Blanco,Tequila y mezcal,Casa Dragones,Otros importadores,700,416100.0,356900.0,420600.0,316890.0,False,False,0,14
KY-0305,Don Julio 70,Tequila y mezcal,Don Julio,Diageo,700,151300.0,129200.0,158000.0,116670.0,False,False,1205,860
KY-0306,Vodka Cîroc,Vodka,Cîroc,Diageo,700,153500.0,142000.0,161400.0,115340.0,False,False,10,5
KY-0307,Vodka Smirnoff Green Apple,Vodka,Smirnoff,Diageo,700,63000.0,55600.0,65400.0,46240.0,False,False,0,18
KY-0308,Vodka Absolut Citron,Vodka,Absolut,Pernod Ricard,700,90300.0,79500.0,91400.0,68680.0,False,False,0,6
KY-0309,Vodka Tito's,Vodka,Tito's,Otros importadores,700,104500.0,91700.0,105300.0,81640.0,False,False,13,10
KY-0310,Vodka Stolichnaya,Vodka,Stolichnaya,Otros importadores,700,55300.0,48900.0,59200.0,40480.0,False,False,18,12
KY-0311,Vodka Ketel One,Vodka,Ketel One,Diageo,700,75900.0,70300.0,81600.0,56380.0,False,False,22,13
KY-0312,Vodka Smirnoff,Vodka,Smirnoff,Diageo,700,46100.0,42700.0,49400.0,35250.0,False,False,48,39
KY-0313,Vodka Grey Goose La Poire,Vodka,Grey Goose,Bacardí,700,121300.0,118800.0,131700.0,92740.0,False,False,24,11
KY-0314,Vodka Absolut Elyx,Vodka,Absolut,Pernod Ricard,700,72400.0,69000.0,78400.0,56590.0,False,False,21,15
KY-0315,Vodka Belvedere,Vodka,Belvedere,Otros importadores,700,135000.0,127300.0,141500.0,99030.0,False,False,36,16
KY-0316,Vodka Cîroc Red Berry,Vodka,Cîroc,Diageo,700,133700.0,121600.0,139400.0,103310.0,False,False,25,13
KY-0317,Vodka Absolut Raspberri,Vodka,Absolut,Pernod Ricard,700,67900.0,62100.0,73500.0,50620.0,False,False,0,17
KY-0318,Vodka Grey Goose,Vodka,Grey Goose,Bacardí,700,154000.0,144200.0,154900.0,113280.0,False,False,32,19
KY-0319,Vodka Absolut,Vodka,Absolut,Pernod Ricard,700,88800.0,83100.0,95600.0,68620.0,False,False,143,69
KY-0320,Vodka Absolut 1000 ml,Vodka,Absolut,Pernod Ricard,1000,80700.0,71100.0,85500.0,61170.0,False,False,1,1
KY-0321,Vodka Absolut Elyx 1000 ml,Vodka,Absolut,Pernod Ricard,1000,102600.0,92600.0,104700.0,81410.0,False,False,8,6
KY-0322,Vodka Ketel One 1000 ml,Vodka,Ketel One,Diageo,1000,104800.0,92300.0,111700.0,78590.0,False,False,3391,1719
KY-0323,Vodka Smirnoff 1000 ml,Vodka,Smirnoff,Diageo,1000,60800.0,52000.0,61000.0,45980.0,False,False,40,19
KY-0324,Aguardiente Antioqueño Real 700 ml 375 ml,Aguardiente,Antioqueño,Otros importadores,375,21900.0,20100.0,22100.0,18790.0,False,False,0,3
KY-0325,Aguardiente Amarillo de Manzanares 375 ml,Aguardiente,Amarillo de Manzanares,Otros importadores,375,28700.0,26000.0,30400.0,24330.0,False,False,0,16
KY-0326,Aguardiente Antioqueño Verde 375 ml,Aguardiente,Antioqueño,Otros importadores,375,25400.0,23800.0,26000.0,20120.0,False,False,114,66
KY-0327,Aguardiente Blanco del Valle 375 ml,Aguardiente,Blanco del Valle,Otros importadores,375,18100.0,17000.0,18400.0,15210.0,False,False,24,14
KY-0328,Aguardiente Antioqueño Sin Azúcar 375 ml,Aguardiente,Antioqueño,Otros importadores,375,17900.0,17500.0,19400.0,14120.0,False,False,22,19
KY-0329,Aguardiente Mil Demonios 50 ml 375 ml,Aguardiente,Mil Demonios,Distribución KYVA,375,39000.0,37000.0,42500.0,25960.0,True,False,0,0
KY-0330,Aguardiente Néctar Verde 375 ml,Aguardiente,Néctar,Otros importadores,375,21100.0,20500.0,22600.0,16600.0,False,False,16,11
KY-0331,Aguardiente Néctar Club 375 ml,Aguardiente,Néctar,Otros importadores,375,16700.0,16000.0,17900.0,13670.0,False,False,1,1
KY-0332,Aguardiente Antioqueño Verde,Aguardiente,Antioqueño,Otros importadores,750,38400.0,34200.0,41800.0,34110.0,False,False,17,7
KY-0333,Codorníu Clásico,Champaña y espumosos,Codorníu,Otros importadores,750,73600.0,64300.0,77000.0,58010.0,False,False,1,1
KY-0334,Martini Asti,Champaña y espumosos,Martini,Bacardí,750,57600.0,52700.0,59500.0,44250.0,False,False,0,4
KY-0335,Chandon Brut,Champaña y espumosos,Chandon,Otros importadores,750,130200.0,121800.0,136800.0,90120.0,False,False,30,25
KY-0336,Perrier-Jouët Grand Brut,Champaña y espumosos,Perrier-Jouët,Pernod Ricard,750,332000.0,312500.0,343900.0,241150.0,False,False,15,12
KY-0337,Dom Pérignon Vintage,Champaña y espumosos,Dom Pérignon,Otros importadores,750,1579900.0,1468400.0,1666000.0,1097930.0,False,False,16,13
KY-0338,Martini Prosecco,Champaña y espumosos,Martini,Bacardí,750,53800.0,51300.0,56700.0,41710.0,False,False,0,21
KY-0339,Moët & Chandon Rosé Impérial,Champaña y espumosos,Moët & Chandon,Otros importadores,750,201900.0,189000.0,215800.0,153770.0,False,False,0,9
KY-0340,Mumm Cordon Rouge,Champaña y espumosos,Mumm,Pernod Ricard,750,173100.0,161800.0,185500.0,136200.0,False,False,14,6
KY-0341,Chandon Garden Spritz,Champaña y espumosos,Chandon,Otros importadores,750,134800.0,130000.0,141900.0,99070.0,False,False,0,17
KY-0342,Veuve Clicquot Rosé,Champaña y espumosos,Veuve Clicquot,Otros importadores,750,302700.0,296600.0,314300.0,218780.0,False,False,0,11
KY-0343,Freixenet Cordon Negro,Champaña y espumosos,Freixenet,Otros importadores,750,61000.0,53400.0,62900.0,45300.0,False,False,6,4
KY-0344,Perrier-Jouët Belle Époque,Champaña y espumosos,Perrier-Jouët,Pernod Ricard,750,785400.0,723900.0,822300.0,571500.0,False,False,0,23
KY-0345,Codorníu Rosé,Champaña y espumosos,Codorníu,Otros importadores,750,75300.0,72500.0,77700.0,58750.0,False,False,38,22
KY-0346,Mumm Rosé,Champaña y espumosos,Mumm,Pernod Ricard,750,183300.0,167700.0,186900.0,134430.0,False,False,27,12
KY-0347,Veuve Clicquot Brut,Champaña y espumosos,Veuve Clicquot,Otros importadores,750,263600.0,239600.0,272800.0,199210.0,False,False,74,49
KY-0348,Moët & Chandon Impérial,Champaña y espumosos,Moët & Chandon,Otros importadores,750,280500.0,267400.0,286600.0,217510.0,False,False,15,12
KY-0349,Freixenet Prosecco,Champaña y espumosos,Freixenet,Otros importadores,750,82500.0,75900.0,86900.0,62660.0,False,False,237,100
KY-0350,Moët & Chandon Nectar Impérial,Champaña y espumosos,Moët & Chandon,Otros importadores,750,296800.0,276300.0,318300.0,218350.0,False,False,0,21
KY-0351,Moët & Chandon Rosé Impérial 375 ml,Champaña y espumosos,Moët & Chandon,Otros importadores,375,126300.0,114000.0,128600.0,97850.0,False,False,17,8
KY-0352,Perrier-Jouët Belle Époque 375 ml,Champaña y espumosos,Perrier-Jouët,Pernod Ricard,375,418800.0,361500.0,450900.0,316350.0,False,False,0,12
KY-0353,Martini Asti 375 ml,Champaña y espumosos,Martini,Bacardí,375,39400.0,34600.0,42500.0,28850.0,False,False,479,233
KY-0354,Freixenet Cordon Negro 375 ml,Champaña y espumosos,Freixenet,Otros importadores,375,37700.0,35400.0,38500.0,29190.0,False,False,2,1
KY-0355,Demonio de los Andes Quebranta,"Cognac, brandy y pisco",Demonio de los Andes,Otros importadores,700,89900.0,88100.0,92300.0,64240.0,False,False,100,62
KY-0356,Martell VSOP,"Cognac, brandy y pisco",Martell,Pernod Ricard,700,190400.0,175600.0,203400.0,144620.0,False,False,8,6
KY-0357,Martell VS,"Cognac, brandy y pisco",Martell,Pernod Ricard,700,174400.0,157800.0,189400.0,136850.0,False,False,0,18
KY-0358,Martell Blue Swift,"Cognac, brandy y pisco",Martell,Pernod Ricard,700,205800.0,183500.0,218800.0,163950.0,False,False,0,13
KY-0359,Demonio de los Andes Acholado,"Cognac, brandy y pisco",Demonio de los Andes,Otros importadores,700,83900.0,78600.0,84400.0,66190.0,False,False,21,14
KY-0360,Torres 10,"Cognac, brandy y pisco",Torres,Otros importadores,700,159600.0,155300.0,169800.0,111300.0,False,False,343,278
KY-0361,Rémy Martin VSOP,"Cognac, brandy y pisco",Rémy Martin,Otros importadores,700,297600.0,290300.0,320500.0,225240.0,False,False,0,15
KY-0362,Hennessy VSOP,"Cognac, brandy y pisco",Hennessy,Otros importadores,700,221800.0,217400.0,225400.0,155310.0,False,False,12,9
KY-0363,Rémy Martin 1738,"Cognac, brandy y pisco",Rémy Martin,Otros importadores,700,207800.0,203600.0,209600.0,159430.0,False,False,12,10
KY-0364,Torres 20,"Cognac, brandy y pisco",Torres,Otros importadores,700,133800.0,127300.0,134300.0,98220.0,False,False,55,43
KY-0365,Hennessy VS,"Cognac, brandy y pisco",Hennessy,Otros importadores,700,199000.0,191400.0,216000.0,151820.0,False,False,58,40
KY-0366,Hennessy XO,"Cognac, brandy y pisco",Hennessy,Otros importadores,700,746900.0,702800.0,758700.0,558410.0,False,False,12,10
KY-0367,Carlos I,"Cognac, brandy y pisco",Carlos I,Otros importadores,700,138200.0,122400.0,143200.0,105920.0,False,False,0,13
KY-0368,Licor 43,Licores y aperitivos,Licor 43,Otros importadores,700,70500.0,67100.0,73700.0,49380.0,False,False,15,12
KY-0369,Martini Rosso,Licores y aperitivos,Martini,Bacardí,700,17700.0,17300.0,19100.0,12830.0,False,False,47,20
KY-0370,Limoncello Villa Massa,Licores y aperitivos,Limoncello Villa Massa,Otros importadores,700,70400.0,64600.0,75800.0,49740.0,False,False,129,59
KY-0371,Kahlúa,Licores y aperitivos,Kahlúa,Pernod Ricard,700,58100.0,50300.0,61000.0,42650.0,False,False,21,11
KY-0372,Grand Marnier,Licores y aperitivos,Grand Marnier,Otros importadores,700,104900.0,97100.0,109800.0,76470.0,False,False,12,7
KY-0373,Martini Bianco,Licores y aperitivos,Martini,Bacardí,700,16800.0,15800.0,17700.0,11840.0,False,False,62,32
KY-0374,Sheridan's,Licores y aperitivos,Sheridan's,Otros importadores,700,58300.0,57100.0,61700.0,39460.0,False,False,8,4
KY-0375,Lillet Rosé,Licores y aperitivos,Lillet,Pernod Ricard,700,62500.0,55400.0,67000.0,44170.0,False,False,0,17
KY-0376,Ricard Pastis,Licores y aperitivos,Ricard,Pernod Ricard,700,42700.0,37600.0,43600.0,31060.0,False,False,0,21
KY-0377,Lillet Blanc,Licores y aperitivos,Lillet,Pernod Ricard,700,80700.0,70900.0,85900.0,58490.0,False,False,0,9
KY-0378,Cointreau,Licores y aperitivos,Cointreau,Otros importadores,700,96100.0,94200.0,99900.0,74580.0,False,False,27,13
KY-0379,Baileys,Licores y aperitivos,Baileys,Diageo,700,63500.0,55000.0,63500.0,47770.0,False,False,298,155
KY-0380,Aperol,Licores y aperitivos,Aperol,Otros importadores,700,50700.0,48300.0,54600.0,38690.0,False,False,26,17
KY-0381,Martini Extra Dry,Licores y aperitivos,Martini,Bacardí,700,19400.0,17300.0,20700.0,13710.0,False,False,0,19
KY-0382,Chambord,Licores y aperitivos,Chambord,Otros importadores,700,88900.0,82000.0,90600.0,62820.0,False,False,0,20
KY-0383,Licor 43 Baristo,Licores y aperitivos,Licor 43,Otros importadores,700,69700.0,62700.0,72000.0,50880.0,False,False,0,13
KY-0384,Pernod Absinthe,Licores y aperitivos,Pernod,Pernod Ricard,700,92500.0,79900.0,95800.0,70770.0,False,False,2,2
KY-0385,St-Germain,Licores y aperitivos,St-Germain,Bacardí,700,92700.0,87600.0,99400.0,67250.0,False,False,24,18
KY-0386,Jägermeister,Licores y aperitivos,Jägermeister,Otros importadores,700,79800.0,77500.0,83900.0,56180.0,False,False,35,25
KY-0387,Baileys Salted Caramel,Licores y aperitivos,Baileys,Diageo,700,67200.0,58200.0,68000.0,49530.0,False,False,72,34
KY-0388,Frangelico,Licores y aperitivos,Frangelico,Otros importadores,700,61200.0,54800.0,62500.0,42520.0,False,False,0,18
